22,49;gov;Married-civ-spouse;*;*;Male;United-Kingdom;<=50K
22,49;gov;Married-civ-spouse;*;*;Male;United-Kingdom;>50K
22,49;gov;Married-civ-spouse;*;*;Male;United-Kingdom;<=50K
22,49;gov;Married-civ-spouse;*;*;Male;United-Kingdom;<=50K
22,49;gov;Married-civ-spouse;*;*;Male;United-Kingdom;>50K
30,75;Private;*;Adm-clerical;White;Female;*;<=50K
30,75;Private;*;Adm-clerical;White;Female;*;<=50K
30,75;Private;*;Adm-clerical;White;Female;*;<=50K
30,75;Private;*;Adm-clerical;White;Female;*;<=50K
30,75;Private;*;Adm-clerical;White;Female;*;>50K
22,52;*;Never-married;Sales;Black;Male;*;<=50K
22,52;*;Never-married;Sales;Black;Male;*;<=50K
22,52;*;Never-married;Sales;Black;Male;*;<=50K
22,52;*;Never-married;Sales;Black;Male;*;<=50K
22,52;*;Never-married;Sales;Black;Male;*;<=50K
44,59;Private;Divorced;*;White;Female;*;<=50K
44,59;Private;Divorced;*;White;Female;*;<=50K
44,59;Private;Divorced;*;White;Female;*;>50K
44,59;Private;Divorced;*;White;Female;*;<=50K
44,59;Private;Divorced;*;White;Female;*;<=50K
30,35;*;Married-civ-spouse;Prof-specialty;*;Male;*;>50K
30,35;*;Married-civ-spouse;Prof-specialty;*;Male;*;<=50K
30,35;*;Married-civ-spouse;Prof-specialty;*;Male;*;>50K
30,35;*;Married-civ-spouse;Prof-specialty;*;Male;*;<=50K
30,35;*;Married-civ-spouse;Prof-specialty;*;Male;*;>50K
45,78;*;Widowed;Other-service;Black;Female;United-States;<=50K
45,78;*;Widowed;Other-service;Black;Female;United-States;<=50K
45,78;*;Widowed;Other-service;Black;Female;United-States;<=50K
45,78;*;Widowed;Other-service;Black;Female;United-States;<=50K
45,78;*;Widowed;Other-service;Black;Female;United-States;<=50K
17,22;gov;Never-married;Sales;White;Male;*;<=50K
17,22;gov;Never-married;Sales;White;Male;*;<=50K
17,22;gov;Never-married;Sales;White;Male;*;<=50K
17,22;gov;Never-married;Sales;White;Male;*;<=50K
17,22;gov;Never-married;Sales;White;Male;*;<=50K
25,65;Private;*;*;Black;Female;United-States;<=50K
25,65;Private;*;*;Black;Female;United-States;<=50K
25,65;Private;*;*;Black;Female;United-States;<=50K
25,65;Private;*;*;Black;Female;United-States;<=50K
25,65;Private;*;*;Black;Female;United-States;<=50K
19,25;*;Never-married;*;White;Male;*;<=50K
19,25;*;Never-married;*;White;Male;*;<=50K
19,25;*;Never-married;*;White;Male;*;<=50K
19,25;*;Never-married;*;White;Male;*;<=50K
19,25;*;Never-married;*;White;Male;*;<=50K
30,60;State-gov;leave;*;*;Female;*;<=50K
30,60;State-gov;leave;*;*;Female;*;<=50K
30,60;State-gov;leave;*;*;Female;*;<=50K
30,60;State-gov;leave;*;*;Female;*;<=50K
30,60;State-gov;leave;*;*;Female;*;<=50K
17,44;non-gov;Never-married;Farming-fishing;White;Male;United-States;<=50K
17,44;non-gov;Never-married;Farming-fishing;White;Male;United-States;<=50K
17,44;non-gov;Never-married;Farming-fishing;White;Male;United-States;<=50K
17,44;non-gov;Never-married;Farming-fishing;White;Male;United-States;<=50K
17,44;non-gov;Never-married;Farming-fishing;White;Male;United-States;<=50K
30,55;*;Married-civ-spouse;Sales;Asian;*;*;<=50K
30,55;*;Married-civ-spouse;Sales;Asian;*;*;<=50K
30,55;*;Married-civ-spouse;Sales;Asian;*;*;<=50K
30,55;*;Married-civ-spouse;Sales;Asian;*;*;>50K
30,55;*;Married-civ-spouse;Sales;Asian;*;*;>50K
22,90;Private;*;Other-service;Black;Male;United-States;<=50K
22,90;Private;*;Other-service;Black;Male;United-States;<=50K
22,90;Private;*;Other-service;Black;Male;United-States;<=50K
22,90;Private;*;Other-service;Black;Male;United-States;<=50K
22,90;Private;*;Other-service;Black;Male;United-States;<=50K
