21,42;Private;Never-married;Exec-managerial;*;Female;*;<=50K
21,42;Private;Never-married;Exec-managerial;*;Female;*;<=50K
21,42;Private;Never-married;Exec-managerial;*;Female;*;<=50K
21,42;Private;Never-married;Exec-managerial;*;Female;*;<=50K
21,42;Private;Never-married;Exec-managerial;*;Female;*;<=50K
21,42;Private;Never-married;Exec-managerial;*;Female;*;<=50K
21,42;Private;Never-married;Exec-managerial;*;Female;*;<=50K
21,42;Private;Never-married;Exec-managerial;*;Female;*;<=50K
21,42;Private;Never-married;Exec-managerial;*;Female;*;>50K
42,80;gov;*;Sales;White;Male;United-States;<=50K
42,80;gov;*;Sales;White;Male;United-States;<=50K
42,80;gov;*;Sales;White;Male;United-States;>50K
42,80;gov;*;Sales;White;Male;United-States;>50K
42,80;gov;*;Sales;White;Male;United-States;<=50K
42,80;gov;*;Sales;White;Male;United-States;<=50K
42,80;gov;*;Sales;White;Male;United-States;<=50K
42,80;gov;*;Sales;White;Male;United-States;<=50K
42,80;gov;*;Sales;White;Male;United-States;<=50K
23,42;Private;Married-civ-spouse;Adm-clerical;*;Female;*;<=50K
23,42;Private;Married-civ-spouse;Adm-clerical;*;Female;*;<=50K
23,42;Private;Married-civ-spouse;Adm-clerical;*;Female;*;<=50K
23,42;Private;Married-civ-spouse;Adm-clerical;*;Female;*;<=50K
23,42;Private;Married-civ-spouse;Adm-clerical;*;Female;*;>50K
23,42;Private;Married-civ-spouse;Adm-clerical;*;Female;*;<=50K
23,42;Private;Married-civ-spouse;Adm-clerical;*;Female;*;<=50K
23,42;Private;Married-civ-spouse;Adm-clerical;*;Female;*;<=50K
23,42;Private;Married-civ-spouse;Adm-clerical;*;Female;*;<=50K
35,72;*;*;Tech-support;White;Male;United-States;<=50K
35,72;*;*;Tech-support;White;Male;United-States;>50K
35,72;*;*;Tech-support;White;Male;United-States;<=50K
35,72;*;*;Tech-support;White;Male;United-States;<=50K
35,72;*;*;Tech-support;White;Male;United-States;<=50K
35,72;*;*;Tech-support;White;Male;United-States;<=50K
35,72;*;*;Tech-support;White;Male;United-States;<=50K
35,72;*;*;Tech-support;White;Male;United-States;>50K
35,72;*;*;Tech-support;White;Male;United-States;<=50K
20,55;*;*;*;Asian;*;*;<=50K
20,55;*;*;*;Asian;*;*;<=50K
20,55;*;*;*;Asian;*;*;<=50K
20,55;*;*;*;Asian;*;*;<=50K
20,55;*;*;*;Asian;*;*;<=50K
20,55;*;*;*;Asian;*;*;>50K
20,55;*;*;*;Asian;*;*;>50K
20,55;*;*;*;Asian;*;*;>50K
20,55;*;*;*;Asian;*;*;>50K
22,90;Private;*;Other-service;*;Male;United-States;<=50K
22,90;Private;*;Other-service;*;Male;United-States;<=50K
22,90;Private;*;Other-service;*;Male;United-States;<=50K
22,90;Private;*;Other-service;*;Male;United-States;<=50K
22,90;Private;*;Other-service;*;Male;United-States;<=50K
22,90;Private;*;Other-service;*;Male;United-States;<=50K
22,90;Private;*;Other-service;*;Male;United-States;<=50K
22,90;Private;*;Other-service;*;Male;United-States;<=50K
22,90;Private;*;Other-service;*;Male;United-States;<=50K
31,47;*;Divorced;Adm-clerical;White;Female;*;<=50K
31,47;*;Divorced;Adm-clerical;White;Female;*;<=50K
31,47;*;Divorced;Adm-clerical;White;Female;*;<=50K
31,47;*;Divorced;Adm-clerical;White;Female;*;<=50K
31,47;*;Divorced;Adm-clerical;White;Female;*;<=50K
31,47;*;Divorced;Adm-clerical;White;Female;*;<=50K
31,47;*;Divorced;Adm-clerical;White;Female;*;<=50K
31,47;*;Divorced;Adm-clerical;White;Female;*;<=50K
31,47;*;Divorced;Adm-clerical;White;Female;*;<=50K
28,67;Self-emp-inc;Married-civ-spouse;Exec-managerial;*;Male;United-States;>50K
28,67;Self-emp-inc;Married-civ-spouse;Exec-managerial;*;Male;United-States;>50K
28,67;Self-emp-inc;Married-civ-spouse;Exec-managerial;*;Male;United-States;>50K
28,67;Self-emp-inc;Married-civ-spouse;Exec-managerial;*;Male;United-States;>50K
28,67;Self-emp-inc;Married-civ-spouse;Exec-managerial;*;Male;United-States;<=50K
28,67;Self-emp-inc;Married-civ-spouse;Exec-managerial;*;Male;United-States;>50K
28,67;Self-emp-inc;Married-civ-spouse;Exec-managerial;*;Male;United-States;>50K
28,67;Self-emp-inc;Married-civ-spouse;Exec-managerial;*;Male;United-States;>50K
28,67;Self-emp-inc;Married-civ-spouse;Exec-managerial;*;Male;United-States;<=50K
30,60;*;Divorced;Sales;*;Female;*;<=50K
30,60;*;Divorced;Sales;*;Female;*;<=50K
30,60;*;Divorced;Sales;*;Female;*;<=50K
30,60;*;Divorced;Sales;*;Female;*;<=50K
30,60;*;Divorced;Sales;*;Female;*;<=50K
30,60;*;Divorced;Sales;*;Female;*;<=50K
30,60;*;Divorced;Sales;*;Female;*;<=50K
30,60;*;Divorced;Sales;*;Female;*;<=50K
30,60;*;Divorced;Sales;*;Female;*;<=50K
17,68;non-gov;Never-married;*;White;Male;United-States;<=50K
17,68;non-gov;Never-married;*;White;Male;United-States;<=50K
17,68;non-gov;Never-married;*;White;Male;United-States;<=50K
17,68;non-gov;Never-married;*;White;Male;United-States;<=50K
17,68;non-gov;Never-married;*;White;Male;United-States;<=50K
17,68;non-gov;Never-married;*;White;Male;United-States;<=50K
17,68;non-gov;Never-married;*;White;Male;United-States;<=50K
17,68;non-gov;Never-married;*;White;Male;United-States;<=50K
17,68;non-gov;Never-married;*;White;Male;United-States;<=50K
36,78;*;*;Other-service;*;Female;United-States;<=50K
36,78;*;*;Other-service;*;Female;United-States;<=50K
36,78;*;*;Other-service;*;Female;United-States;<=50K
36,78;*;*;Other-service;*;Female;United-States;<=50K
36,78;*;*;Other-service;*;Female;United-States;<=50K
36,78;*;*;Other-service;*;Female;United-States;<=50K
36,78;*;*;Other-service;*;Female;United-States;<=50K
36,78;*;*;Other-service;*;Female;United-States;<=50K
36,78;*;*;Other-service;*;Female;United-States;<=50K
19,25;*;Never-married;*;White;Male;*;<=50K
19,25;*;Never-married;*;White;Male;*;<=50K
19,25;*;Never-married;*;White;Male;*;<=50K
19,25;*;Never-married;*;White;Male;*;<=50K
19,25;*;Never-married;*;White;Male;*;<=50K
19,25;*;Never-married;*;White;Male;*;<=50K
19,25;*;Never-married;*;White;Male;*;<=50K
19,25;*;Never-married;*;White;Male;*;<=50K
19,25;*;Never-married;*;White;Male;*;<=50K
25,65;Private;*;*;Black;Female;United-States;<=50K
25,65;Private;*;*;Black;Female;United-States;<=50K
25,65;Private;*;*;Black;Female;United-States;<=50K
25,65;Private;*;*;Black;Female;United-States;<=50K
25,65;Private;*;*;Black;Female;United-States;<=50K
25,65;Private;*;*;Black;Female;United-States;<=50K
25,65;Private;*;*;Black;Female;United-States;<=50K
25,65;Private;*;*;Black;Female;United-States;<=50K
25,65;Private;*;*;Black;Female;United-States;<=50K
17,22;*;Never-married;Sales;White;Male;*;<=50K
17,22;*;Never-married;Sales;White;Male;*;<=50K
17,22;*;Never-married;Sales;White;Male;*;<=50K
17,22;*;Never-married;Sales;White;Male;*;<=50K
17,22;*;Never-married;Sales;White;Male;*;<=50K
17,22;*;Never-married;Sales;White;Male;*;<=50K
17,22;*;Never-married;Sales;White;Male;*;<=50K
17,22;*;Never-married;Sales;White;Male;*;<=50K
17,22;*;Never-married;Sales;White;Male;*;<=50K
26,65;Private;Divorced;Adm-clerical;*;Female;United-States;<=50K
26,65;Private;Divorced;Adm-clerical;*;Female;United-States;<=50K
26,65;Private;Divorced;Adm-clerical;*;Female;United-States;<=50K
26,65;Private;Divorced;Adm-clerical;*;Female;United-States;<=50K
26,65;Private;Divorced;Adm-clerical;*;Female;United-States;<=50K
