30,60;*;Divorced;Sales;*;Female;*;<=50K
30,60;*;Divorced;Sales;*;Female;*;<=50K
30,60;*;Divorced;Sales;*;Female;*;<=50K
30,60;*;Divorced;Sales;*;Female;*;<=50K
30,60;*;Divorced;Sales;*;Female;*;<=50K
30,60;*;Divorced;Sales;*;Female;*;<=50K
30,60;*;Divorced;Sales;*;Female;*;<=50K
30,60;*;Divorced;Sales;*;Female;*;<=50K
17,68;non-gov;Never-married;Farming-fishing;White;Male;United-States;<=50K
17,68;non-gov;Never-married;Farming-fishing;White;Male;United-States;<=50K
17,68;non-gov;Never-married;Farming-fishing;White;Male;United-States;<=50K
17,68;non-gov;Never-married;Farming-fishing;White;Male;United-States;<=50K
17,68;non-gov;Never-married;Farming-fishing;White;Male;United-States;<=50K
17,68;non-gov;Never-married;Farming-fishing;White;Male;United-States;<=50K
17,68;non-gov;Never-married;Farming-fishing;White;Male;United-States;<=50K
17,68;non-gov;Never-married;Farming-fishing;White;Male;United-States;<=50K
29,55;*;Married-civ-spouse;*;Asian;*;*;<=50K
29,55;*;Married-civ-spouse;*;Asian;*;*;<=50K
29,55;*;Married-civ-spouse;*;Asian;*;*;<=50K
29,55;*;Married-civ-spouse;*;Asian;*;*;>50K
29,55;*;Married-civ-spouse;*;Asian;*;*;>50K
29,55;*;Married-civ-spouse;*;Asian;*;*;>50K
29,55;*;Married-civ-spouse;*;Asian;*;*;>50K
29,55;*;Married-civ-spouse;*;Asian;*;*;>50K
22,90;Private;*;Other-service;*;Male;United-States;<=50K
22,90;Private;*;Other-service;*;Male;United-States;<=50K
22,90;Private;*;Other-service;*;Male;United-States;<=50K
22,90;Private;*;Other-service;*;Male;United-States;<=50K
22,90;Private;*;Other-service;*;Male;United-States;<=50K
22,90;Private;*;Other-service;*;Male;United-States;<=50K
22,90;Private;*;Other-service;*;Male;United-States;<=50K
22,90;Private;*;Other-service;*;Male;United-States;<=50K
20,72;*;alone;Sales;*;Female;*;<=50K
20,72;*;alone;Sales;*;Female;*;<=50K
20,72;*;alone;Sales;*;Female;*;<=50K
20,72;*;alone;Sales;*;Female;*;<=50K
20,72;*;alone;Sales;*;Female;*;<=50K
20,72;*;alone;Sales;*;Female;*;<=50K
20,72;*;alone;Sales;*;Female;*;<=50K
20,72;*;alone;Sales;*;Female;*;<=50K
33,81;non-gov;Married-civ-spouse;Exec-managerial;White;Male;United-States;<=50K
33,81;non-gov;Married-civ-spouse;Exec-managerial;White;Male;United-States;<=50K
33,81;non-gov;Married-civ-spouse;Exec-managerial;White;Male;United-States;>50K
33,81;non-gov;Married-civ-spouse;Exec-managerial;White;Male;United-States;<=50K
33,81;non-gov;Married-civ-spouse;Exec-managerial;White;Male;United-States;<=50K
